Name,Armor Class,Hit Points,Speed,STR,DEX,CON,INT,WIS,CHA,Saving Throws,Skills,Damage Immunities,Damage Resistances,Damage Vulnerabilities,Condition Immunities,Senses,Languages,Challenge,attacks&moves,Hit Dice,Armor Note
Dire Wolf,14,37,50 ft.,17,15,15,3,12,7,,"Perception +3, Stealth +4",None,None,None,None,,,1 (200 XP),"{'Keen Hearing and Smell': 'The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.', 'Pack Tactics': ""The wolf has advantage on an attack roll against a creature if at least one of the wolf's allies is within 5 ft. of the creature and the ally isn't incapacitated."", 'Bite': 'Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone.'}",5d10+10,natural armor
Displacer Beast,13,85,40 ft.,18,15,16,6,12,8,,,None,None,None,None,darkvision 60 ft.,,3 (700 XP),"{'Avoidance': 'If the displacer beast is subjected to an effect that allows it to make a saving throw to take only half damage, it instead takes no damage if it succeeds on the saving throw, and only half damage if it fails .', 'Displacement': 'The displacer beast projects a magical illusion that makes it appear to be standing near its actual location, causing attack rolls against it to have disadvantage. If it is hit by an attack, this trait is disrupted until the end of its next turn. This trait is also disrupted while the displacer beast is incapacitated or has a speed of 0.', 'Multiattack': 'The displacer beast makes two attacks with its tentacles.', 'Tentacle': 'Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 7 (1d6 + 4) bludgeoning damage plus 3 (1d6) piercing damage.'}",10d10+30,natural armor
Diviner,12,67,30 ft.,9,14,11,18,12,11,"Int +7, Wis +4","Arcana +7, History +7",None,None,None,None,,any four languages,"8 (3,900 XP)","{'Spellcasting': ""The diviner is a 15th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 15, +7 to hit with spell attacks). The diviner has the following wizard spells prepared:\n\nCantrips (at will): fire bolt, light, mage hand, message, true strike\n\n1st level (4 slots): detect magic*, feather fall, mage armor\n\n2nd level (3 slots): detect thoughts*, locate object*, scorching ray\n\n3rd level (3 slots): clairvoyance*, fly, fireball\n\n4th level (3 slots): arcane eye*, ice storm, stoneskin\n\n5th level (2 slots): Rary's telepathic bond*, seeming*\n\n6th level (1 slot): mass suggestion, true seeing*\n\n7th level (1 slot): delayed blast fireball, teleport\n\n8th level (1 slot): maze\n\nDivination spell of 1st level or higher"", 'Portent (Recharges after the Diviner Casts a Divination Spell of 1st Level or Higher)': 'When the diviner or a creature it can see makes an attack roll, a saving throw, or an ability check, the diviner can roll a d20 and choose to use this roll in place of the attack roll, saving throw, or ability check.', 'Quarterstaff': ""Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 2 (1d6-1) bludgeoning damage, or 3 (1d8-1) bludgeoning damage if used with two hands.\n\nSource:Volo's Guide to Monsters""}",15d8,15 with mage armor
Djinni,17,161,"30 ft., fly 90 ft.",21,15,22,15,16,20,"Dex +6, Wis +7, Cha +9",,"lightning, thunder",None,None,None,darkvision 120 ft.,Auran,"11 (7,200 XP)","{'Elemental Demise': 'If the djinni dies, its body disintegrates into a warm breeze, leaving behind only equipment the djinni was wearing or carrying.', 'Innate Spellcasting': ""The djinni's innate spellcasting ability is Charisma (spell save DC 17, +9 to hit with spell attacks). It can innately cast the following spells, requiring no material components: \n\nAt will: detect evil and good, detect magic, thunderwave 3/day each: create food and water (can create wine instead of water), tongues, wind walk\n\n1/day each: conjure elemental (air elemental only), creation, gaseous form, invisibility, major image, plane shift"", 'Variant: Genie Powers': ""Genies have a variety of magical capabilities, including spells. A few have even greater powers that allow them to alter their appearance or the nature of reality.\n\nDisguises.\n\nSome genies can veil themselves in illusion to pass as other similarly shaped creatures. Such genies can innately cast the disguise self spell at will, often with a longer duration than is normal for that spell. Mightier genies can cast the true polymorph spell one to three times per day, possibly with a longer duration than normal. Such genies can change only their own shape, but a rare few can use the spell on other creatures and objects as well.\n\nWishes.\n\nThe genie power to grant wishes is legendary among mortals. Only the most potent genies, such as those among the nobility, can do so. A particular genie that has this power can grant one to three wishes to a creature that isn't a genie. Once a genie has granted its limit of wishes, it can't grant wishes again for some amount of time (usually 1 year). and cosmic law dictates that the same genie can expend its limit of wishes on a specific creature only once in that creature's existence.\n\nTo be granted a wish, a creature within 60 feet of the genie states a desired effect to it. The genie can then cast the wish spell on the creature's behalf to bring about the effect. Depending on the genie's nature, the genie might try to pervert the intent of the wish by exploiting the wish's poor wording. The perversion of the wording is usually crafted to be to the genie's benefit."", 'Multiattack': 'The djinni makes three scimitar attacks.', 'Scimitar': ""Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage plus 3 (1d6) lightning or thunder damage (djinni's choice)."", 'Create Whirlwind': 'A 5-foot-radius, 30-foot-tall cylinder of swirling air magically forms on a point the djinni can see within 120 feet of it. The whirlwind lasts as long as the djinni maintains concentration (as if concentrating on a spell). Any creature but the djinni that enters the whirlwind must succeed on a DC 18 Strength saving throw or be restrained by it. The djinni can move the whirlwind up to 60 feet as an action, and creatures restrained by the whirlwind move with it. The whirlwind ends if the djinni loses sight of it.\n\nA creature can use its action to free a creature restrained by the whirlwind, including itself, by succeeding on a DC 18 Strength check. If the check succeeds, the creature is no longer restrained and moves to the nearest space outside the whirlwind.'}",14d10+84,natural armor
Dolphin,12,11,"0 ft., swim 60 ft.",14,13,13,6,12,7,,Perception +3,None,None,None,None,lindsight 60 ft.,,1/8 (25 XP),"{'Charge': 'If the dolphin moves at least 30 feet straight toward a target and then hits it with a slam attack on the same turn, the target takes an extra 3 (1d6) bludgeoning damage.', 'Hold Breath': 'The dolphin can hold its breath for 20 minutes.', 'Slam': ""Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6+2) bludgeoning damage.\n\nSource:Volo's Guide to Monsters""}",2d8+2,natural armor
Doppelganger,14,52,30 ft.,11,18,14,11,12,14,,"Deception +6, Insight +3",charmed,None,None,None,darkvision 60 ft.,Common,3 (700 XP),"{'Shapechanger': ""The doppelganger can use its action to polymorph into a Small or Medium humanoid it has seen, or back into its true form. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies."", 'Ambusher': 'In the first round of a combat, the doppelganger has advantage on attack rolls against any creature it surprised', 'Surprise Attack': 'If the doppelganger surprises a creature and hits it with an attack during the first round of combat, the target takes an extra 10 (3d6) damage from the attack.', 'Multiattack': 'The doppelganger makes two melee attacks.', 'Slam': 'Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 7 (1d6 + 4) bludgeoning damage.', 'Read Thoughts': ""The doppelganger magically reads the surface thoughts of one creature within 60 ft. of it. The effect can penetrate barriers, but 3 ft. of wood or dirt, 2 ft. of stone, 2 inches of metal, or a thin sheet of lead blocks it. While the target is in range, the doppelganger can continue reading its thoughts, as long as the doppelganger's concentration isn't broken (as if concentrating on a spell). While reading the target's mind, the doppelganger has advantage on Wisdom (Insight) and Charisma (Deception, Intimidation, and Persuasion) checks against the target.""}",8d8+16,None
Draegloth,15,123,30 ft.,20,15,18,13,11,11,,"Perception +3, Stealth +5",poison,"cold, fire, lightning",None,poisoned,darkvision 120 ft.,"Abyssal, Elvish, Undercommon","7 (2,900 XP)","{'Fey Ancestry': ""The draegloth has advantage on saving throws against being charmed, and magic can't put it to sleep."", 'Innate Spellcasting': ""The draegloth's innate spellcasting ability is Charisma (spell save DC 11). The draegloth can innately cast the following spells, requiring no material components:\n\nAt will: darkness\n\n1/day each: confusion, dancing lights, faerie fire"", 'Multiattack': 'The draegloth makes three attacks: one with its bite and two with its claws.', 'Bite': 'Melee Weapon Attack: +8 to hit, reach 5 ft., one creature. Hit: 16 (2d10+5) piercing damage.', 'Claws': ""Melee Weapon Attack: +8 to hit, reach 10 ft, one target. Hit: 16 (2d10+5) slashing damage.\n\nSource:Volo's Guide to Monsters""}",13d10+52,natural armor
Draft Horse,10,19,40 ft.,18,10,12,2,11,7,,,None,None,None,None,,,1/4 (50 XP),"{'Hooves': 'Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 9 (2d4 + 4) bludgeoning damage.'}",3d10+3,None
Dragon Turtle,20,341,"20 ft., swim 40 ft.",25,10,20,10,12,12,"Dex +6, Con +11, Wis +7",,None,fire,None,None,darkvision 120 ft.,"Aquan, Draconic","17 (18,000 XP)","{'Amphibious': 'The dragon turtle can breathe air and water.', 'Multiattack': 'The dragon turtle makes three attacks: one with its bite and two with its claws. It can make one tail attack in place of its two claw attacks.', 'Bite': 'Melee Weapon Attack: +13 to hit, reach 15 ft., one target. Hit: 26 (3d12 + 7) piercing damage.', 'Claw': 'Melee Weapon Attack: +13 to hit, reach 10 ft., one target. Hit: 16 (2d8 + 7) slashing damage.', 'Tail': 'Melee Weapon Attack: +13 to hit, reach 15 ft., one target. Hit: 26 (3d12 + 7) bludgeoning damage. If the target is a creature, it must succeed on a DC 20 Strength saving throw or be pushed up to 10 feet away from the dragon turtle and knocked prone.', 'Steam Breath (Recharge 5-6)': ""The dragon turtle exhales scalding steam in a 60-foot cone. Each creature in that area must make a DC 18 Constitution saving throw, taking 52 (15d6) fire damage on a failed save, or half as much damage on a successful one. Being underwater doesn't grant resistance against this damage.""}",22d20+10,natural armor
Dragonclaw,14,16,30 ft.,9,16,13,11,10,12,Wis +2,"Deception +3, Stealth +5",None,None,None,None,,"Common, Draconic",1 (200 XP),"{'Dragon Fanatic': 'The dragonclaw has advantage on saving throws against being charmed or frightened. While the dragonclaw can see a dragon or higher-ranking Cult of the Dragon cultist friendly to it, the dragonclaw ignores the effects of being charmed or frightened.', 'Fanatic Advantage': 'Once per turn, if the dragonclaw makes a weapon attack with advantage on the attack roll and hits, it deals an extra 7 (2d6) damage.', 'Pack Tactics': ""The dragonclaw has advantage on an attack roll against a creature if at least one of the dragonclaw's allies is within 5 feet of the creature and the ally isn't incapacitated."", 'Multiattack': 'The dragonclaw attacks twice with its scimitar.', 'Scimitar': 'Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.\n\nSource:Hoard of the Dragon Queen'}",3d8+3,leather armor
Dragonfang,15,78,30 ft.,11,16,14,12,12,14,Wis +3,"Deception +4, Stealth +5",None,"one of the following: acid, cold, fire, lightning or poison",None,None,,"Common, Draconic, Infernal","5 (1,800 XP)","{'Dragon Fanatic': 'The dragonfang has advantage on saving throws against being charmed or frightened. While the dragonfang can see a dragon or higher-ranking Cult of the Dragon cultist friendly to it, the dragonfang ignores the effects of being charmed or frightened.', 'Fanatic Advantage': 'Once per turn, if the dragonfang makes a weapon attack with advantage on the attack roll and hits, the target takes an extra 10 (3d6) damage.', 'Limited Flight': 'The dragonfang can use a bonus action to gain a flying speed of 30 feet until the end of its turn.', 'Multiattack': 'The Dragonfang attacks twice with its shortsword.', 'Shortsword': 'Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage plus 7 (2d6) damage of the type to which the dragonfang has resistance.', ""Orb of Dragon's Breath (2/Day)"": 'Ranged Spell Attack: +5 to hit, range 50 ft., one target. Hit: 22 (5d8) damage of the type to which the dragonfang has damage resistance.\n\nSource:Hoard of the Dragon Queen'}",12d8+24,studded leather
